,channel_subscribers,video_id,video_title,video_duration,video_artiste,video_tags,video_likes,video_dislikes,no_of_comments,video_views
1244,10.8k,47134715,i_thought_she_was_still_a_virgin_-honey_drop_-_assurance_-bangnollytv,10 min,Oga Bang,"porn,sex,pussy,hardcore,pussyfucking,assurance,honey-drop,ogabang", 270, 200,2,"260,351"
1245,10.8k,50955031,oga_bang_fucked_his_secretary_in_the_bathroom_-_bangnollytv,11 min,Oga Bang,"porn,sex,amateur,industry,verified-profile", 45, 26,1,"60,547"
1246,10.8k,46284859,oga_bang_-fucking_ebony_milf_amaka_scene_02_oga_bang,3 min,Oga Bang,"porn,sex,pussyfucking,latest,porn-star", 127, 122,0,"144,964"
1247,10.8k,48150523,ebony_naija_black_beauty_got_fucked_by_this_two_dangerous_mafia_s_oga_bang_and_sweetporn9jaa_-_over_a_movie_role_-_watch_trailer,4 min,Bangnolly Africa,"cumshot,sex,nollywood,sex-movie,bangnolly,ogabang,sweetporn9jaa", 157, 171,2,"233,153"
1248,10.8k,46298779,ogabang_fucked_his_new_neighbour_as_she_came_to_his_apartment_to_charge_her_phone,6 min,Oga Bang,"porn,sex,latest-porn,ogabang", 144, 122,0,"149,673"
1249,10.8k,57201279,bangnolly_africa_-_bangass_queen_and_cousin_sister_fucked_hotel_room_service_guy_on_her_birthday,4 min,Oga Bang,"porn,sex,amateur,ebony", 337, 243,7,"230,967"
1250,10.8k,49392629,sex_picnic_in_sultan_beach_-_with_wizzy_bang,3 min,Oga Bang,"porn,sex,movie,africa,naija", 81, 122,1,"135,390"
1251,10.8k,48516881,ogabang_and_wizzybang_-_teaching_amature_ebony_slayqueens_on_how_to_swim_.,10 min,Oga Bang,"sex,amateur,ebony,swimming-pool,naija,verified-profile,bangnolly,ogabang", 476, 425,0,"481,243"
1252,10.8k,46361485,verification_video,94 sec,Oga Bang,verification-video, 57, 34,3,"132,357"
1253,13.3k,50818407,ebony_teen_fucked_by_her_brother,11 min,Bangweather,"teen,hardcore,ass,creampie,homemade,wet,squirt,ebony,masturbation,big-ass,hardsex,black-cock,naija,bangweather", 8.2k, 5k,98,"6,603,205"
1254,13.3k,51928319,teens_fuck_lesson,6 min,Bangweather,"porn,fucking,pornstar,blowjob,real,amateur,homemade,wet,deepthroat,ebony,teens,whore,big-tits,big-dick", 2.6k, 1.9k,23,"2,184,152"
1255,13.3k,50675241,ebony_teen_girl_likes_sex,11 min,Bangweather,"cum,teen,pussy,hardcore,hot,creampie,homemade,squirt,ebony,bangweather", 5.5k, 4.1k,37,"4,188,253"
1256,13.3k,50559809,mad_fuck,6 min,Bangweather,"cum,creampie,homemade,wet,masturbation,teens,big-cock,bangweather", 2.5k, 1.7k,32,"2,350,974"
1257,13.3k,49779231,naija_ebony_teen_get_it_hot_from_her_lover,10 min,Bangweather,"cum,latina,sexy,creampie,blowjob,teenie,ebony,masturbation,gangbang,amateurs,natural-tits,naija,hot-pussy,bangweather", 901, 492,13,"713,123"
1258,13.3k,53966891,my_cousin_was_heart_broken_and_frustrated_that_was_my_advantage_of_fucking_her.,11 min,Bangweather,"teen,black,hardcore,hot,real,amateur,homemade,mature,wet,young,squirt,horny,orgasm,orgy,big-tits,naija,bangweather", 472, 288,10,"319,308"
1259,13.3k,51793829,ebony_teen_nigerian_girl_bites_on_her_man_s_huge_cock,5 min,Bangweather,"porn,cum,teen,hardcore,sucking,creampie,blowjob,real,amateur,squirt,deepthroat,ebony,webcam,big-tits,big-cock,naija,bangweather", 613, 337,11,"505,800"
1260,13.3k,51789107,how_i_playfully_fucked_my_sister,5 min,Bangweather,"cumshot,cum,teen,hot,creampie,rough,amateur,homemade,wet,squirt,ebony,masturbation,horny,big-tits,big-cock,natural-tits,bangweather", 1.3k, 911,24,"1,217,277"
1261,13.3k,54374963,fucking_my_ebony_milf_maid,10 min,Bangweather,"teen,hardcore,creampie,milf,amateur,homemade,wife,wet,squirt,ebony,horny,big-tits,housekeeper,black-cock,naija,verified-profile,mydirtymaid,bangweather", 577, 470,9,"383,945"
1262,13.3k,49785905,hard_fuck_creamy_pussy,6 min,Bangweather,"teen,sexy,blowjob,amateur,homemade,squirt,ebony,masturbation,hardsex,camgirl,creamy,african,viral,nigeria,black-cock,anal-sex,naija,verification-video,bangweather,nolly-wood", 158, 80,4,"169,220"
1263,13.3k,49779123,fat_black_ass_gets_it_hot_in_her_silence,7 min,Bangweather,"black,creampie,fat,big-ass,big-tits,big-cock,hot-fuck,bangweather", 195, 130,6,"205,993"
1264,13.3k,50074503,verification_video,8 sec,Bangweather,verification-video, 13, 9,1,"11,226"
1265,3k,57072399,indian_spiritualist_man_professor_abu_adwith_chinedu_olamide_baddo_miraculous_sex_healing_hour,7 min,Hollertodun,"porn,indian,small-tits,africa,nigeria,naijaporn", 376, 291,8,"250,522"
1266,3k,57193355,fucking_my_ex_boyfriend_hollertodun_on_my_matrimonial_bed,9 min,Naijaxtreme,"amateur,africa,nigeria,naija,hollertodun", 722, 459,19,"384,742"
1267,3k,57337085,i_met_miss_calabar_inside_bus_she_got_down_with_me_and_we_ended_up_in_an_hotel_nearby,9 min,Hollertodun,"porn,teen,tits,ebony,public,big-cock,verified-profile,miss-calabar", 150, 148,3,"95,439"
1268,3k,57073627,i_caught_my_step-daughter_masturbating_so_i_help_her_squirt,11 min,Hollertodun,"homemade,masturbate,horny,africa,naija,naijaporn", 416, 309,11,"226,122"
1269,3k,57072813,muhammodu_buhari_my_gateman_fuck_my_daughter_inside_bathroom_when_i_go_for_covid-19_test,6 min,Hollertodun,"fucking,interracial,bathroom,african,nigeria,naija,naijaporn", 462, 348,13,"304,413"
1270,3k,57194569,i_enter_my_gateman_hollertodun_room_and_fuck_him_when_he_s_feeling_cold,6 min,Naijaxtreme,"amateur,africa,nigeria,hollertodun", 106, 97,7,"91,567"
1271,3k,55872279,fucking_rehearsal,15 min,Hollertodun,"black,blowjob,big-dick,africa,natural-tits", 541, 365,9,"392,200"
1272,3k,57071415,calabar_girl_emem_suck_immigration_officer_in_exchange_for_her_international_passport,6 min,Hollertodun,"porn,sucking,slut,africa,nigeria,naija", 568, 467,5,"411,060"
1273,3k,56693631,officer_hollertodun_and_his_wife_sex_movie_series_part_1,5 min,Hollertodun,"black,blowjob,fingering,pussyfucking,indian,africa,naija", 126, 110,4,"98,323"
1274,3k,55848001,the_dead_man_rise_again,12 min,Hollertodun,"black,big-ass,african,big-cock,nigeria,naija", 188, 147,2,"171,891"
1275,3k,55848947,part_two_of_the_dead_man_rising,11 min,Hollertodun,"black,blowjob,african,nigeria,black-cock,naija", 155, 131,5,"165,526"
1276,3k,54690509,whatsapp,6 min,Hollertodun,"black,blowjob,nigeria,black-cock,naija,african-porn", 690, 591,14,"649,098"
1277,3k,54690305,my_nephew_tempted_me_to_touch,5 min,Hollertodun,"black,african,nigeria,nigerian,black-cock,naija,african-porn", 105, 87,3,"133,876"
1278,3k,55846943,mission_impossible,7 min,Hollertodun,"pussyfucking,american,big-ass,indian,african,big-cock,africa,nigeria,black-cock,lagos,naija,naija-porn,nolly-porn,misha-porn", 14, 14,1,"24,119"
1279,3k,54748125,horny_house_wife,5 min,Hollertodun,"pussy,licking,blowjob,fingering,african,nigeria,black-cock,naija", 79, 51,1,"86,004"
1280,3k,55837431,bathroom_fuck,2 min,Hollertodun,"black,african,nigeria,black-cock,naija", 35, 38,0,"51,022"
1281,3k,56458593,just_a_little_workout_while_i_m_about_to_fuck_someone_s_daughter,5 min,Hollertodun,"ebony,workout,african,africa,soloboy,nigeria,naija,nolly-porn,hollertodun", 28, 17,3,"22,837"
1282,3k,53652969,verification_video,15 sec,Hollertodun,verification-video, 19, 14,0,"16,105"
1283,3k,54690187,intro,92 sec,Hollertodun,"black,blowjob,nigeria,naija,african-porn", 18, 17,1,"12,103"
1284,5.6k,56511655,porn_king_tusweet_served_me_his_cock_for_dinner_i_almost_fainted_with_his_hard_bang-homemade_between_slutty_princess_and_sweetporn9jaa-pov,10 min,Slutty Princess,"porn,black,blowjob,slut,homemade,ebony,POV,orgasm,new,africa,naija,9ja,sweetporn9jaa,tusweet,slutty-princess", 116, 76,5,"98,089"
1285,5.6k,53479593,game_of_sex_season_1_,11 min,Slutty Princess,"fucking,amateur,africa", 223, 153,28,"143,943"
1286,5.6k,56420787,i_like_big_dicks-i_can_t_help_fucking_my_brother_s_friend_with_big_dick-slutty_princess,11 min,Slutty Princess,"teen,black,slut,ebony,teenage,raw,18yo,big-dick,africa,black-cock,naija,9ja,new-video,slutty-princess", 460, 375,6,"273,769"
1287,5.6k,54268539,truth_or_dare_got_jay_fucking_my_tight_pussy_in_the_presence_of_his_friend,13 min,Slutty Princess,"cumshot,teen,black,petite,blowjob,african,nigeria,natural-tits,naija", 1.5k, 996,27,"867,812"
1288,5.6k,56692811,his_big_dick_fit_my_tight_pussy,10 min,Slutty Princess,"cumshot,cum,teen,black,petite,blowjob,slut,amateur,ebony,teens,oral,orgasm,big-dick,nigeria,black-cock,naija,black-ass,slutty-princess", 619, 366,19,"351,702"
1289,5.6k,53990063,i_caught_my_brother_watching_a_porn_movie_and_i_blackmailed_him_to_fuck_my_soft_ass_or_else_i_tell_daddy,14 min,Slutty Princess,"teen,black,sucking,petite,pussyfucking,blowjobs,softgalz", 599, 347,18,"354,882"
1290,5.6k,54091041,womb_shifter_almost_shift_my_womb_with_his_fat_cock_bbc_,11 min,Slutty Princess,"petite,big-ass,bbc,nigerian-porn,african-sex", 370, 254,10,"265,263"
1291,5.6k,53490957,his_dick_is_long,11 min,Slutty Princess,"teen,blowjob,amateur", 175, 88,18,"183,689"
1292,5.6k,54424775,he_gave_me_mirror_on_the_wall_with_hot_doggystyle,11 min,Slutty Princess,"porn,black,pornstar,amateur,blowjobs,blackass,big-cock,africa,nigeria,naija", 119, 67,7,"81,707"
1293,5.6k,55805551,yes_i_m_a_slut_i_fucked_my_friend_s_boyfriend,11 min,Slutty Princess,"porn,cumshot,black,pornstar,slut,amateur,naijaporn,long-cock", 135, 99,6,"96,564"
1294,5.6k,53496259,the_lazy_guy_who_can_t_fuck_my_pussy_very_well,11 min,Slutty Princess,"teen,black,handjob,long-dick", 64, 34,6,"45,347"
1295,5.6k,53384139,verification_video,18 sec,Slutty Princess,verification-video, 45, 35,3,"19,537"
1296,2.6k,56819203,red_hair_hot_ebony_teen_girl_has_amazing_body_and_can_fuck,5 min,Casper Jasper,"cumshot,teen,black,hardcore,hot,sexy,blowjob,rough,doggystyle,amateur,homemade,ebony,big-ass,orgasm,muslim,africa,nigerian,naija,naija-sex", 97, 34,4,"56,386"
1297,2.6k,57331847,freaky_big_ass_muslim_ebony_sucks_dick_and_rides_until_cumshot,5 min,Casper Jasper,"cumshot,teen,black,hardcore,hot,sexy,blowjob,rough,doggystyle,amateur,homemade,ebony,big-ass,orgasm,muslim,big-cock,africa,nigerian,naija,naija-sex", 5, 1,1,"1,740"
1298,2.6k,56740043,petite_nigerian_teen_swallows_cum_and_takes_huge_bbc,5 min,Casper Jasper,"cumshot,teen,black,hardcore,hot,sexy,blowjob,rough,doggystyle,amateur,homemade,ebony,big-ass,muslim,big-cock,africa,nigeria,nigerian,naija,naija-sex", 578, 319,17,"379,529"
1299,2.6k,56545097,horny_muslim_ebony_fucked_hard_and_gets_cumshot,2 min,Casper Jasper,"cumshot,teen,black,hardcore,blowjob,rough,doggystyle,amateur,homemade,young,ebony,big-ass,muslim,big-cock,naija-sex,naija-leak,nigerian-girl", 72, 43,1,"43,800"
1300,2.6k,57012245,big_booty_muslim_ebony_gets_pussy_drilled_and_takes_huge_load,8 min,Casper Jasper,"cumshot,teen,black,hardcore,hot,sexy,blowjob,rough,doggystyle,amateur,homemade,ebony,big-ass,muslim,pounded,big-cock,africa,nigerian,naija,naija-sex", 78, 26,1,"30,675"
1301,2.6k,56877407,sexy_black_ebony_dancer_twerks_deepthroats_and_has_rough_sex,5 min,Casper Jasper,"cumshot,teen,black,hardcore,hot,sexy,blowjob,rough,doggystyle,amateur,homemade,ebony,big-ass,orgasm,big-cock,africa,nigeria,nigerian,naija,naija-sex", 130, 51,5,"79,692"
1302,2.6k,56605989,big_ass_nigerian_muslim_ebony_fucked_hard_and_swallows_cum,3 min,Casper Jasper,"cumshot,teen,black,hardcore,hot,sexy,blowjob,rough,doggystyle,amateur,homemade,ebony,big-ass,muslim,africa,nigerian,naija,naija-sex", 1.2k, 479,19,"672,596"
1303,2.6k,56506023,petite_nigerian_ebony_fucked_hard_by_boyfriend_on_camera,4 min,Casper Jasper,"cumshot,teen,hardcore,hot,sexy,rough,doggystyle,amateur,homemade,africa,nigerian,naija,south-africa", 128, 82,6,"112,355"
1304,2.6k,56405709,hot_nigerian_ebony_doggystyle_and_cumshot,2 min,Casper Jasper,"cumshot,black,hardcore,hot,sexy,doggystyle,amateur,ebony,backshots,nigerian,black-cock,ghana,naija,casperjasper", 164, 83,6,"83,734"
1305,2.6k,56661317,big_ass_step_sister_jumps_on_dick_and_has_intense_orgasm,5 min,Casper Jasper,"cumshot,teen,black,hardcore,hot,sexy,blowjob,rough,doggystyle,amateur,homemade,ebony,big-ass,muslim,africa,nigerian,naija,naija-sex", 127, 59,5,"76,510"
1306,2.6k,56457339,verification_video,24 sec,Casper Jasper,verification-video, 2, 1,0,830
1307,7.5k,56327093,you_ll_cum_before_the_end_of_this_video-super_smartzzy,6 min,Super Smartzzy,"interracial,creampie,petite,milf,homemade,mature,teenie,ebony,indian,bbw,amateurs,big-dick,nigeria,anal-sex,naija,gay-sex,step-daughters,verified-profile", 115, 66,7,"67,709"
1308,7.5k,53491919,she_fucked_super_smartzzy_from_the_floor_to_the_bed_bed_to_the_floor_and_to_the_bed_again._full_video_on_red._,9 min,Super Smartzzy,"cumshot,lesbian,teen,black,milf,amateur,homemade,mature,ebony,masturbation,asian,america,big-tits,africa,nigeria,anal-sex,ghana,naija,south-africa,nollywood", 1.2k, 604,27,"914,231"
1309,7.5k,52153415,she_was_crying_loudly_while_i_was_fucking_her_but_kept_saying_i_should_just_kill_her_final_video_in_part_two._,15 min,Super Smartzzy,"cumshot,lesbian,teen,black,milf,amateur,threesome,ebony,asian,gangbang,japanese,bbw,america,big-tits,africa,nigeria,anal-sex,ghana,naija,nollywood", 604, 459,22,"551,488"
1310,7.5k,55098941,super_smartzzy_s_first_out_door_sex_after_drinking_white_coca_cola.,6 min,Super Smartzzy,"hardcore,outdoor,milf,amateur,homemade,reality,big-boobs,bbc,africa,nigeria,jamesdeen,miakhalifa,verified-profile,kingtblack,nollyporn,king-nasir,uglygalz,ajibola-elizabeth,super-smartzzy", 244, 166,13,"173,039"
1311,7.5k,51952135,my_girlfriend_is_a_good_girl_that_gives_good_fuck._watch_how_she_almost_killed_me._part_one_,14 min,Super Smartzzy,"anal,cumshot,lesbian,black,amateur,homemade,asian,indian,japanese,kenya,bbw,america,big-cock,cameron,africa,nigeria,anal-sex,naija,south-africa,nollywood", 912, 866,15,"1,054,576"
1312,7.5k,52200641,continuation_finishing_of_she_was_crying_loudly_while_i_was_fucking_her..._the_part_one_is_longer_sweeter_and_has_bad_styles_in_it._go_back_and_watch_it_now_,4 min,Super Smartzzy,"cumshot,teen,sucking,pornstar,blowjob,doggystyle,homemade,squirt,gangbang,big-ass,babes,kenya,amateurs,big-tits,africa,anal-sex,naija,south-africa,nollywood,world-porn", 758, 613,26,"930,264"
1313,7.5k,56183255,don_t_cum_watching_bbw_and_super_smartzzy_doing_this...,6 min,Super Smartzzy,"facial,hardcore,latina,interracial,milf,blowjob,amateur,homemade,threesome,bigtits,POV,bbw,african,big-cock,group-sex,nigerian,anal-sex,verified-profile,super-smartzzy", 48, 30,3,"49,677"
1314,7.5k,53656439,super_smartzzy_giving_the_best_head_to_a_black_teen_girl,7 min,Super Smartzzy,"dildo,teen,pussy,licking,lesbians,sucking,milf,amateur,homemade,young,masturbation,orgasm,japanese,kenya,cameron,africa,nigeria,naija,south-africa,nollywood", 250, 123,13,"158,301"
1315,7.5k,49900507,verification_video,14 sec,Super Smartzzy,"amateur,african,africa,nigerian,naija,porn-star,verification-video", 28, 25,0,"17,076"
1316,7.5k,52927585,smartzzy_heard_his_sister_bathing_went_in_and_fucked_her_hot_doggy_style,5 min,Super Smartzzy,"cumshot,lesbian,teen,black,milf,amateur,threesome,ebony,asian,gangbang,big-ass,japanese,bbw,america,big-cock,nigeria,anal-sex,ghana,naija,nollywood", 554, 545,8,"739,272"
1317,7.5k,53800167,y_all_know_super_smartzzy_doesn_t_joke_with_doggy_style,5 min,Super Smartzzy,"cumshot,teen,milf,doggystyle,amateur,young,ebony,gangbang,big-ass,orgasm,japanese,bbw,arab,small-tits,big-boobs,bbc,nigeria,anal-sex,naija,nollywood", 155, 112,0,"143,994"
1318,7.5k,51964249,_part_two_of_my_girlfriend_almost..._watch_as_i_cum_on_her_pussy,10 min,Super Smartzzy,"anal,cumshot,lesbian,teen,black,doggystyle,amateur,threesome,ebony,asian,gangbang,big-ass,japanese,bbw,america,africa,nigeria,ghana,naija,nollywood", 241, 164,16,"285,116"
1319,7.5k,54592811,super_smartzzy_and_tonto_dike_caught_in_the_act._do_you_want_the_full_version_,8 min,Super Smartzzy,"hardcore,interracial,japan,italy,mexico,big-cock,germany,stepmom,nigeria,step-son,step-mom,south-africa,black-porn,black-lesbian,black-sex,black-tits,black-milf,black-ebony,black-homemade,black-amature", 82, 77,7,"76,219"
1320,7.5k,53935237,pastor_s_daughter_was_banged_hard_by_super_smartzzy_on_valentines_day_because_of_iphone_11_phone_he_himself_hasn_t._lol_,13 min,Super Smartzzy,"cumshot,lesbian,teen,black,interracial,milf,amateur,homemade,threesome,asian,gangbang,orgy,japanese,america,bbc,africa,nigeria,ghana,naija,nollywood", 271, 238,5,"271,917"
1321,7.5k,56182377,super_smartzzy_fucks_his_bbw_sugar_mommy.,5 min,Super Smartzzy,"black,interracial,doggystyle,amateur,homemade,chubby,ebony,POV,couple,bbw,usa,africa,nigeria,anal-sex,step-daughter,naija,south-africa,thick-woman,verified-profile,super-smartzzy", 60, 38,4,"52,577"
1322,7.5k,54073269,she_wanted_super_smartzzy_s_dick_from_behind._full_video_on_red_,5 min,Super Smartzzy,"cumshot,lesbian,teen,creampie,milf,amateur,homemade,ebony,asian,japanese,america,bbc,africa,nigeria,step-mom,anal-sex,step-sister,ghana,naija,nollywood", 162, 104,2,"157,865"
1323,7.5k,54449077,tiwa_savage_got_the_fuck_of_her_life_by_super_smartzzy,11 min,Super Smartzzy,"hardcore,interracial,ebony,japan,italy,mexico,germany,step,stepmom,nigeria,stepson,step-mom,black-ass,black-porn,black-lesbian,black-sex,black-bbw,black-tits,black-milf,black-stepmom", 369, 279,13,"264,457"
1324,7.5k,54212785,chioma_a_nigerian_black_teen_girl_was_so_horny_that_she_had_to_call_super_smartzzy_on_the_phone_to_come_over_for_hot_sex,13 min,Super Smartzzy,"hardcore,interracial,blacksex,blackpussy,step,stepmom,nigeria,stepson,black-cock,step-son,step-mom,black-ass,blackbbw,blackfuck,black-porn,blackmilf,blackamateur,blackstepmom,blackmateur,blackamerica", 111, 96,6,"102,143"
1325,7.5k,52933313,smartzzy_fucking_his_cousin_sister_in_the_bathroom._she_s_so_sweet_i_swear_,5 min,Super Smartzzy,"cumshot,lesbian,teen,milf,blowjob,amateur,threesome,ebony,asian,gangbang,japanese,bbw,america,big-cock,africa,nigeria,anal-sex,ghana,naija,nollywood", 54, 46,2,"63,854"
1326,2.5k,55977661,rodrigo_fucked_the_girl_he_met_at_the_club,11 min,Kingrodrigoproduction,"pussy,licking,hardcore,hot,sexy,sucking,blowjob,doggystyle,amateur,mature,wife,wet,squirt,ebony,pussyfucking,big-ass,horny,bbw,big-cock,bbc", 238, 181,6,"161,299"
1327,2.5k,55973197,king_rodrigo_having_a_good_time_with_his_neighbors_wife,10 min,Kingrodrigoproduction,"porn,cumshot,fucking,hardcore,hot,sucking,blowjob,doggystyle,amateur,redhead,wet,ebony,horny,bbw,bbc,king-rodrigo-production", 350, 217,10,"244,302"
1328,2.5k,57214621,no1_female_fucker_in_africa_vs_king_rodrigo_phase_1_result_out_,8 min,Kingrodrigoproduction,"porn,cumshot,sex,pussy,hardcore,big,hot,sexy,sucking,creampie,doggystyle,real,shaved,fuck,squirt,big-ass,horny,big-cock,big-dick,bbc", 86, 39,1,"57,410"
1329,2.5k,55977119,king_rodrigo_the_cheating_husband,11 min,Kingrodrigoproduction,"porno,cumshot,black,fucking,hardcore,sexy,sucking,blowjob,doggystyle,mature,wife,ebony,big-ass,horny,hardsex,bbw,big-boobs,bbc,black-cock,king-rodrigo-production", 1.1k, 646,15,"592,640"
1330,2.5k,57225101,tweaking_runs_girl_womb_finally_shift_after_mighty_king_rodrigo_took_her_from_behind,10 min,Kingrodrigoproduction,"porn,cum,sex,licking,hot,sexy,cock,ass,blowjob,slut,doggystyle,shaved,young,pussyfucking,horny,bbw,big-tits,free,big-cock,big-dick", 68, 54,0,"43,570"
1331,2.5k,56481561,king_rodrigo_the_private_home_tutor,10 min,Kingrodrigoproduction,"cumshot,sex,boobs,sucking,doggystyle,shaved,fingering,mature,redhead,squirt,ebony,booty,pussyfucking,oral,big-ass,hard,orgasm,bbw,bb,black-cock", 472, 350,12,"317,274"
1332,2.5k,56482043,she_she_neva_know_king_rodrigo_as_sweet_as_this,7 min,Kingrodrigoproduction,"porn,anal,cumshot,pussy,black,fucking,creampie,doggystyle,shaved,wife,wet,squirt,pussyfucking,public,big-ass,bbw,big-cock,big-dick,bbc,black-cock", 107, 97,4,"103,025"
1333,2.5k,56500479,20_reason_king_rodrigo_number_one_morafucker_porn_star_in_africa.,8 min,Kingrodrigoproduction,"porn,cumshot,cum,fucking,hardcore,hot,sexy,sucking,doggystyle,shaved,wet,hairy,pussyfucking,blowjobs,hard,hardsex,bbw,free,bbc,black-cock", 109, 97,8,"90,366"
1334,2.5k,55976653,verification_video,14 sec,Kingrodrigoproduction,verification-video, 18, 22,1,"7,012"
1335,2.4k,57243769,crazy_ebony_girl_turtoring_and_get_fucked_on_camera_in_a_local_area_room,12 min,Limey S,"homemade,africa,nigeria", 119, 70,2,"55,930"
1336,2.4k,57219245,my_school_roommate_get_fuck_by_me_during_preparing_for_our_waec_examination_inside_her_room,7 min,Limey S,"sex,black,amateur,africa,nigeria", 209, 165,7,"148,688"
1337,2.4k,57198675,black_alicia_get_hard_fuck_and_cum_inside_her,7 min,Limey S,"cum,amateur,africa,nigeria,black-cock,naija", 115, 80,1,"76,821"
1338,2.4k,57244675,i_endup_fucking_my_stepsister_after_i_saw_her_big_ass_in_the_bathroom,7 min,Limey S,"homemade,big-ass,africa,nigeria", 506, 329,1,"279,475"
1339,2.4k,57124257,i_can_t_take_my_eyes_out_of_my_sister_until_we_fuck_each_other,8 min,Limey S,"black,homemade,africa,nigeria,naija", 514, 277,6,"320,684"
1340,2.4k,57219761,instead_of_taking_her_pills_my_elderly_sister_can_t_control_her_self_anymore_and_she_push_me_to_the_bed_to_have_my_dick,7 min,Limey S,"pornstar,amateur,africa,nigeria,black-cock", 605, 404,10,"344,763"
1341,2.4k,56645687,ac_man_fuck_oga_madam_badly,6 min,Limey S,"black,pornstar,amateur,nigeria,naija", 85, 56,3,"96,586"
1342,2.4k,57124893,my_wife_need_a_body_massage_but_suddenly_turn_to_real_fucked,7 min,Limey S,"amateur,homemade,africa,nigeria,natural-tits", 863, 605,2,"381,704"
1343,2.4k,57124671,black_anitha_get_fucked_by_me_during_chatting_with_my_client_on_my_laptop,7 min,Limey S,"porn,amateur,homemade,africa,nigeria", 99, 75,0,"60,010"
1344,2.4k,57150501,a_ghanian_black_butty_girl_fuck_his_nigeria_boyfriend_inside_bathroom,7 min,Limey S,"black,big-ass,africa,nigeria,ghana,naija", 251, 154,5,"178,135"
1345,2.4k,56650199,part_2_of_fucking_my_friends_wife,5 min,Limey S,"black,amateur,homemade,ebony,naija", 110, 69,0,"83,462"
1346,2.4k,56646249,real_brother_and_sister_fucking_each_other_when_nobody_around,6 min,Limey S,"black,amateur,homemade,nigeria,naija", 105, 68,2,"66,825"
1347,2.4k,THUMBNUM,verification_video,,,,0,0,0,
1348,11.2k,49570515,no_one_fucks_better_than_a_18_years_old_girl,13 min,Bang9ja,"cumshot,cum,teen,pussy,black,petite,doggystyle,teens,pussyfucking,cute,america,18yo,usa,big-cock,big-dick,africa,nigeria,black-cock,ghana,naija", 517, 343,16,"515,335"
1349,11.2k,49262895,18_years_old_high_schoolgirl_got_fucked_by_wicked_uncle_who_used_man_power_part_3,7 min,Bang9ja,"teen,pussy,fucking,tits,blowjob,doggystyle,amateur,fuck,young,teenie,teens,pussyfucking,big-ass,college,tiny,18yo,big-cock,big-dick,black-cock,high-school", 941, 818,7,"992,856"
1350,11.2k,48801647,18_years_old_high_school_teen_came_to_watch_cartoon_but_got_fucked_by_wicked_uncle_who_took_man_power,7 min,Bang9ja,"cumshot,cum,teen,pussy,tits,petite,blowjob,rough,amateur,deepthroat,dick,pussyfucking,big-ass,america,18yo,big-dick,nigeria,black-cock,naija,high-school", 5.9k, 5.5k,67,"6,084,245"
1351,11.2k,57029335,how_i_fucked_a_girl_i_met_on_bang9jahd.com_badly_and_cum_in_her_mouth,7 min,Bang9ja,"cumshot,cum,facial,teen,hardcore,blowjob,rough,doggystyle,ebony,big-ass,horny,cum-on-face,america,big-cock,big-dick,africa,cum-in-mouth,nigeria,ghana,naija", 124, 56,6,"79,741"
1352,11.2k,48556659,high_school_girl_came_for_lesson_and_got_fucked_by_teacher_s_big_black_cock,7 min,Bang9ja,"cumshot,cum,teen,pussy,hardcore,blowjob,doggystyle,fuck,ebony,big-ass,college,america,big-cock,africa,nigeria,black-cock,ghana,naija,high-school", 3.2k, 3.2k,43,"4,086,388"
1353,11.2k,54971589,she_is_the_world_best_blow_job_giver._she_gave_black_mamba_blowjob_like_her_life_depends_on_it.,5 min,Bang9ja,"cumshot,cum,sex,blowjob,rough,doggystyle,chubby,deepthroat,oral,big-ass,orgasm,america,big-cock,big-dick,small-tits,africa,nigeria,ghana,naija,ebone", 218, 168,6,"204,763"
1354,11.2k,47390603,she_kept_begging_me_to_stop,8 min,Bang9ja,"porn,cumshot,teen,pussy,black,fucking,blowjob,amateur,homemade,fuck,ebony,bigcock,pussyfucking,america,usa,big-cock,africa,nigeria,black-cock,naija", 1.5k, 1.3k,11,"1,536,024"
1355,11.2k,55230061,black_bitch_who_came_to_beg_for_money_during_corona_period_got_fucked_and_i_mistakenly_cum_in_her,9 min,Bang9ja,"cumshot,cum,black,big,rough,amateur,big-ass,america,amateurs,big-cock,big-dick,africa,nigeria,black-cock,ghana,naija,9ja", 50, 63,7,"69,241"
1356,11.2k,47552681,verification_video,7 min,Bang9ja,verification-video, 117, 83,3,"159,609"
1357,11.2k,49173905,18_years_old_high_schoolgirl_got_fucked_by_wicked_uncle_who_used_man_power_part_4,8 min,Bang9ja,"cumshot,cum,teen,pussy,rough,fuck,teens,pussyfucking,big-ass,college,reality,america,usa,big-cock,big-dick,africa,nigeria,ghana,naija,high-school", 2.3k, 1.9k,18,"2,833,341"
1358,11.2k,53654373,blowjob_queen....._blowjob_compilation_1,7 min,Bang9ja,"black,blowjob,rough,homemade,deepthroat,big-ass,america,london,big-cock,big-dick,africa,nigeria,black-cock,ghana,naija", 472, 347,7,"434,870"
1359,11.2k,52298393,this_man_power_can_burst_condom..._watch_till_the_end._she_couldn_t_even_stand_straight_after_getting_fucked_with_the_man_power_and_i_never_even_cum._she_couldn_t_take_it_anymore.,6 min,Bang9ja,"teen,black,blowjob,rough,fuck,nasty,deepthroat,ebony,pussyfucking,asia,america,usa,africa,nigeria,black-cock,ghana,naija,filty", 650, 635,14,"667,459"
